date,status,exchanges,estimatedNetFlowCny,estimatedNetFlowYi,grossInflowYi,grossOutflowYi,funds,pricedFunds,excludedRecords
2024-03-20,complete,SSE|SZSE,-1384357480,-13.8436,31.8892,-45.7327,759,754,5
2024-03-21,complete,SSE|SZSE,-4275939830,-42.7594,20.0322,-62.7916,759,751,8
2024-03-22,complete,SSE|SZSE,-766131620,-7.6613,51.0155,-58.6768,759,756,3
2024-03-25,complete,SSE|SZSE,-2011473900,-20.1147,30.4853,-50.6001,759,755,4
2024-03-26,complete,SSE|SZSE,4348854600,43.4885,77.3714,-33.8828,760,755,5
2024-03-27,complete,SSE|SZSE,-556736550,-5.5674,40.0847,-45.6521,761,756,5
2024-03-28,complete,SSE|SZSE,-875944890,-8.7594,32.2813,-41.0408,761,756,5
2024-03-29,complete,SSE|SZSE,-2009139870,-20.0914,30.7797,-50.8711,761,751,10
2024-04-01,complete,SSE|SZSE,3037706810,30.3771,72.9565,-42.5794,761,757,4
2024-04-02,complete,SSE|SZSE,-1227025650,-12.2703,34.7716,-47.0418,761,757,4
2024-04-03,complete,SSE|SZSE,-3779087170,-37.7909,31.3903,-69.1812,761,756,5
2024-04-08,complete,SSE|SZSE,-3360378000,-33.6038,31.046,-64.6498,761,756,5
2024-04-09,complete,SSE|SZSE,-607615800,-6.0762,27.3611,-33.4373,762,757,5
2024-04-10,complete,SSE|SZSE,203370050,2.0337,37.4945,-35.4608,762,756,6
2024-04-11,complete,SSE|SZSE,2580628700,25.8063,43.2561,-17.4498,762,756,6
2024-04-12,complete,SSE|SZSE,-3852869280,-38.5287,27.6123,-66.141,762,757,5
2024-04-15,complete,SSE|SZSE,-1129999520,-11.3,27.2083,-38.5083,765,759,6
2024-04-16,complete,SSE|SZSE,2278900770,22.789,47.8355,-25.0465,766,762,4
2024-04-17,complete,SSE|SZSE,214773640,2.1477,37.689,-35.5412,766,757,9
2024-04-18,complete,SSE|SZSE,-544519250,-5.4452,36.7872,-42.2324,766,760,6
2024-04-19,complete,SSE|SZSE,92693000,0.9269,48.9176,-47.9907,767,761,6
2024-04-22,complete,SSE|SZSE,-567188900,-5.6719,23.4953,-29.1672,767,763,4
2024-04-23,complete,SSE|SZSE,2569716050,25.6972,54.2106,-28.5135,769,761,8
2024-04-24,complete,SSE|SZSE,2451307400,24.5131,46.8417,-22.3286,771,762,9
2024-04-25,complete,SSE|SZSE,1043090010,10.4309,34.1757,-23.7448,772,766,6
2024-04-26,complete,SSE|SZSE,8788809050,87.8881,122.7757,-34.8876,772,767,5
2024-04-29,complete,SSE|SZSE,10937467400,109.3747,153.8473,-44.4726,772,769,3
2024-04-30,complete,SSE|SZSE,2474692190,24.7469,46.3151,-21.5682,774,771,3
2024-05-06,complete,SSE|SZSE,1370448910,13.7045,56.1851,-42.4806,775,771,4
2024-05-07,complete,SSE|SZSE,-4604768220,-46.0477,24.7717,-70.8194,775,770,5
2024-05-08,complete,SSE|SZSE,-6546751400,-65.4675,18.5036,-83.9711,776,768,8
2024-05-09,complete,SSE|SZSE,-1875124710,-18.7512,28.8211,-47.5723,778,775,3
2024-05-10,complete,SSE|SZSE,-8518084570,-85.1808,34.7632,-119.944,778,774,4
2024-05-13,complete,SSE|SZSE,-4121404040,-41.214,29.1496,-70.3636,780,774,6
2024-05-14,complete,SSE|SZSE,-3394302120,-33.943,20.2184,-54.1614,781,774,7
2024-05-15,complete,SSE|SZSE,-3447603320,-34.476,26.9419,-61.4179,783,780,3
2024-05-16,complete,SSE|SZSE,-3342271240,-33.4227,32.3305,-65.7532,784,778,6
2024-05-17,complete,SSE|SZSE,9379919880,93.7992,109.766,-15.9668,784,777,7
2024-05-20,complete,SSE|SZSE,-1440983890,-14.4098,39.1888,-53.5987,785,782,3
2024-05-21,complete,SSE|SZSE,-2439439540,-24.3944,28.0071,-52.4015,785,781,4
2024-05-22,complete,SSE|SZSE,-919799710,-9.198,31.1023,-40.3003,785,780,5
2024-05-23,complete,SSE|SZSE,1344266040,13.4427,52.1793,-38.7366,786,781,5
2024-05-24,complete,SSE|SZSE,6622157550,66.2216,82.8727,-16.6511,786,781,5
2024-05-27,complete,SSE|SZSE,-2046325900,-20.4633,29.1115,-49.5748,788,781,7
2024-05-28,complete,SSE|SZSE,-1325550080,-13.2555,25.2907,-38.5462,788,781,7
2024-05-29,complete,SSE|SZSE,2453153550,24.5315,45.3312,-20.7997,787,785,2
2024-05-30,complete,SSE|SZSE,2506829370,25.0683,48.6043,-23.536,787,782,5
2024-05-31,complete,SSE|SZSE,3212239430,32.1224,43.6143,-11.492,789,785,4
2024-06-03,complete,SSE|SZSE,-287152050,-2.8715,41.6525,-44.524,789,785,4
2024-06-04,complete,SSE|SZSE,1256579550,12.5658,38.8674,-26.3016,788,784,4
2024-06-05,complete,SSE|SZSE,-849654650,-8.4965,22.4664,-30.9629,789,784,5
2024-06-06,complete,SSE|SZSE,5319498750,53.195,65.8748,-12.6798,788,785,3
2024-06-07,complete,SSE|SZSE,3213440500,32.1344,46.8624,-14.728,792,788,4
2024-06-11,complete,SSE|SZSE,6422249950,64.2225,84.1027,-19.8802,792,790,2
2024-06-12,complete,SSE|SZSE,998607700,9.9861,45.1831,-35.197,792,787,5
2024-06-13,complete,SSE|SZSE,1585524950,15.8552,47.3893,-31.534,792,788,4
2024-06-14,complete,SSE|SZSE,4622565900,46.2257,64.4559,-18.2303,794,790,4
2024-06-17,complete,SSE|SZSE,1705068570,17.0507,43.9373,-26.8866,794,789,5
2024-06-18,complete,SSE|SZSE,3285296100,32.853,54.9782,-22.1252,796,794,2
2024-06-19,complete,SSE|SZSE,-719382350,-7.1938,28.3571,-35.551,796,793,3
2024-06-20,complete,SSE|SZSE,-1416988150,-14.1699,30.3294,-44.4993,796,793,3
2024-06-21,complete,SSE|SZSE,9936493350,99.3649,123.5808,-24.2159,796,791,5
2024-06-24,complete,SSE|SZSE,16588644750,165.8864,174.3395,-8.4531,796,791,5
2024-06-25,complete,SSE|SZSE,9582418600,95.8242,115.1951,-19.3709,797,792,5
2024-06-26,complete,SSE|SZSE,2250910750,22.5091,43.23,-20.7209,797,792,5
2024-06-27,complete,SSE|SZSE,6146793250,61.4679,83.4222,-21.9543,797,793,4
2024-06-28,complete,SSE|SZSE,7488284750,74.8828,89.9012,-15.0183,797,795,2
2024-07-01,complete,SSE|SZSE,-2170332300,-21.7033,25.1776,-46.8809,797,794,3
2024-07-02,complete,SSE|SZSE,-1995242450,-19.9524,27.9676,-47.92,797,796,1
2024-07-03,complete,SSE|SZSE,2452374550,24.5237,42.2811,-17.7574,797,793,4
2024-07-04,complete,SSE|SZSE,10265214700,102.6521,117.7771,-15.1249,797,793,4
2024-07-05,complete,SSE|SZSE,8428599950,84.286,103.6408,-19.3548,797,794,3
2024-07-08,complete,SSE|SZSE,6259579450,62.5958,79.402,-16.8062,799,793,6
2024-07-09,complete,SSE|SZSE,7272112200,72.7211,87.9582,-15.2371,798,793,5
2024-07-10,complete,SSE|SZSE,472414800,4.7241,28.2776,-23.5535,798,790,8
2024-07-11,complete,SSE|SZSE,-1976309550,-19.7631,25.3587,-45.1218,799,794,5
2024-07-12,complete,SSE|SZSE,-2668821500,-26.6882,18.4755,-45.1637,800,793,7
2024-07-15,complete,SSE|SZSE,3412939150,34.1294,75.7107,-41.5813,800,792,8
2024-07-16,complete,SSE|SZSE,6672531800,66.7253,128.0627,-61.3374,799,793,6
2024-07-17,complete,SSE|SZSE,24566442500,245.6644,282.538,-36.8735,799,794,5
2024-07-18,complete,SSE|SZSE,16420915500,164.2092,204.6094,-40.4003,798,795,3
2024-07-19,complete,SSE|SZSE,29931700650,299.317,365.6385,-66.3215,799,791,8
2024-07-22,complete,SSE|SZSE,5643477550,56.4348,99.9747,-43.5399,801,794,7
2024-07-23,complete,SSE|SZSE,7726769750,77.2677,93.0726,-15.8049,801,796,5
2024-07-24,complete,SSE|SZSE,8227469250,82.2747,97.6829,-15.4082,801,796,5
2024-07-25,complete,SSE|SZSE,12303930050,123.0393,139.6313,-16.592,801,796,5
2024-07-26,complete,SSE|SZSE,8832032800,88.3203,101.9479,-13.6275,801,796,5
2024-07-29,complete,SSE|SZSE,4288068090,42.8807,58.0955,-15.2149,801,793,8
2024-07-30,complete,SSE|SZSE,11942281150,119.4228,134.0551,-14.6323,801,791,10
2024-07-31,complete,SSE|SZSE,9566590650,95.6659,140.6393,-44.9734,801,796,5
2024-08-01,complete,SSE|SZSE,2128030500,21.2803,44.6877,-23.4074,802,792,10
2024-08-02,complete,SSE|SZSE,6071841100,60.7184,74.6205,-13.9021,802,795,7
2024-08-05,complete,SSE|SZSE,13704323350,137.0432,152.8283,-15.7851,803,795,8
2024-08-06,complete,SSE|SZSE,5339620900,53.3962,72.6661,-19.2699,803,795,8
2024-08-07,complete,SSE|SZSE,-347686250,-3.4769,25.2263,-28.7031,803,798,5
2024-08-08,complete,SSE|SZSE,4188459200,41.8846,53.4613,-11.5767,803,793,10
2024-08-09,complete,SSE|SZSE,-1334968950,-13.3497,16.6432,-29.9929,803,792,11
2024-08-12,complete,SSE|SZSE,1564396000,15.644,31.3536,-15.7096,804,794,10
2024-08-13,complete,SSE|SZSE,1220979600,12.2098,29.6655,-17.4557,804,795,9
2024-08-14,complete,SSE|SZSE,-399787850,-3.9979,24.6933,-28.6912,804,793,11
2024-08-15,complete,SSE|SZSE,11571475500,115.7148,126.2055,-10.4907,804,795,9
2024-08-16,complete,SSE|SZSE,8717891300,87.1789,102.7316,-15.5527,804,796,8
2024-08-19,complete,SSE|SZSE,2942888500,29.4289,38.7077,-9.2788,806,800,6
2024-08-20,complete,SSE|SZSE,6068396850,60.684,83.8584,-23.1744,806,795,11
2024-08-21,complete,SSE|SZSE,9609875850,96.0988,106.9881,-10.8894,807,799,8
2024-08-22,complete,SSE|SZSE,10176063500,101.7606,111.7899,-10.0292,807,796,11
2024-08-23,complete,SSE|SZSE,7036840000,70.3684,80.1849,-9.8165,807,799,8
2024-08-26,complete,SSE|SZSE,8119142100,81.1914,94.8814,-13.69,807,798,9
2024-08-27,complete,SSE|SZSE,9144697450,91.447,101.8769,-10.4299,805,785,20
2024-08-28,complete,SSE|SZSE,12095370600,120.9537,133.7742,-12.8205,805,795,10
2024-08-29,complete,SSE|SZSE,9738143300,97.3814,111.0075,-13.6261,805,797,8
2024-08-30,complete,SSE|SZSE,4644350150,46.4435,91.8208,-45.3773,805,799,6
2024-09-02,complete,SSE|SZSE,-2510145350,-25.1015,29.565,-54.6665,804,799,5
2024-09-03,complete,SSE|SZSE,780537750,7.8054,57.923,-50.1176,804,797,7
2024-09-04,complete,SSE|SZSE,1014611050,10.1461,26.492,-16.3459,803,797,6
2024-09-05,complete,SSE|SZSE,6477872500,64.7787,83.9773,-19.1985,804,795,9
2024-09-06,complete,SSE|SZSE,-784534300,-7.8453,26.1482,-33.9935,804,800,4
2024-09-09,complete,SSE|SZSE,6000981500,60.0098,71.4279,-11.4181,805,801,4
2024-09-10,complete,SSE|SZSE,942116700,9.4212,30.6109,-21.1897,805,799,6
2024-09-11,complete,SSE|SZSE,1758469860,17.5847,50.3128,-32.7281,805,803,2
2024-09-12,complete,SSE|SZSE,1933024400,19.3302,31.3121,-11.9818,805,795,10
2024-09-13,complete,SSE|SZSE,2610699950,26.107,37.7631,-11.6561,805,799,6
2024-09-18,complete,SSE|SZSE,5319305800,53.1931,65.352,-12.1589,806,798,8
2024-09-19,complete,SSE|SZSE,7831009450,78.3101,91.75,-13.4399,806,803,3
2024-09-20,complete,SSE|SZSE,-83950042727,-839.5004,129.8679,-969.3684,806,803,3
2024-09-23,complete,SSE|SZSE,1974402920,19.744,34.4306,-14.6866,808,805,3
2024-09-24,complete,SSE|SZSE,18700604550,187.006,249.7962,-62.7902,808,805,3
2024-09-25,complete,SSE|SZSE,6755296400,67.553,121.4871,-53.9342,807,805,2
2024-09-26,complete,SSE|SZSE,25652446250,256.5245,298.9873,-42.4629,807,805,2
2024-09-27,complete,SSE|SZSE,14994786100,149.9479,182.9795,-33.0316,808,804,4
2024-09-30,complete,SSE|SZSE,64324573050,643.2457,753.0371,-109.7914,808,790,18
2024-10-08,complete,SSE|SZSE,93337906550,933.3791,1019.7603,-86.3812,808,780,28
2024-10-09,complete,SSE|SZSE,32181925750,321.8193,495.3991,-173.5798,808,799,9
2024-10-10,complete,SSE|SZSE,3699322000,36.9932,208.9396,-171.9463,809,807,2
2024-10-11,complete,SSE|SZSE,-6002508700,-60.0251,141.7057,-201.7307,809,808,1
2024-10-14,complete,SSE|SZSE,-15045533250,-150.4553,60.8628,-211.3181,809,806,3
2024-10-15,complete,SSE|SZSE,-17113007100,-171.1301,60.2937,-231.4238,815,812,3
2024-10-16,complete,SSE|SZSE,-1733644450,-17.3364,83.0463,-100.3828,820,820,0
2024-10-17,complete,SSE|SZSE,-21231422350,-212.3142,45.9617,-258.2759,820,820,0
2024-10-18,complete,SSE|SZSE,17800533350,178.0053,297.6501,-119.6448,821,821,0
2024-10-21,complete,SSE|SZSE,-17720796050,-177.208,104.0381,-281.2461,821,819,2
2024-10-22,complete,SSE|SZSE,-19282031150,-192.8203,54.0977,-246.918,821,821,0
2024-10-23,complete,SSE|SZSE,-9196522300,-91.9652,61.5456,-153.5108,821,821,0
2024-10-24,complete,SSE|SZSE,-8454502200,-84.545,55.4838,-140.0289,821,821,0
2024-10-25,complete,SSE|SZSE,-994696100,-9.947,111.7967,-121.7437,821,820,1
2024-10-28,complete,SSE|SZSE,-3261686900,-32.6169,97.0482,-129.6651,821,820,1
2024-10-29,complete,SSE|SZSE,-9101981750,-91.0198,99.5474,-190.5672,821,821,0
2024-10-30,complete,SSE|SZSE,2554001250,25.54,149.5685,-124.0284,821,818,3
2024-10-31,complete,SSE|SZSE,-10150376100,-101.5038,83.2058,-184.7096,821,821,0
2024-11-01,complete,SSE|SZSE,5801335350,58.0134,129.7229,-71.7096,821,821,0
2024-11-04,complete,SSE|SZSE,-2886383050,-28.8638,54.0784,-82.9422,822,822,0
2024-11-05,complete,SSE|SZSE,7843933150,78.4393,205.2343,-126.795,822,821,1
2024-11-06,complete,SSE|SZSE,-5953020350,-59.5302,105.46,-164.9902,823,823,0
2024-11-07,complete,SSE|SZSE,7114296650,71.143,185.25,-114.107,823,823,0
2024-11-08,complete,SSE|SZSE,-5801642000,-58.0164,140.0565,-198.0729,825,825,0
2024-11-11,complete,SSE|SZSE,-26556367900,-265.5637,85.2303,-350.794,825,823,2
2024-11-12,complete,SSE|SZSE,-405796700,-4.058,188.5384,-192.5964,825,824,1
2024-11-13,complete,SSE|SZSE,-2685514400,-26.8551,117.1513,-144.0064,826,826,0
2024-11-14,complete,SSE|SZSE,6400156800,64.0016,148.3148,-84.3132,826,826,0
2024-11-15,complete,SSE|SZSE,16174924050,161.7492,210.1712,-48.422,828,825,3
2024-11-18,complete,SSE|SZSE,7200424550,72.0042,132.1494,-60.1452,829,828,1
2024-11-19,complete,SSE|SZSE,7288627400,72.8863,131.6827,-58.7964,832,830,2
2024-11-20,complete,SSE|SZSE,-12693841300,-126.9384,67.1819,-194.1203,832,831,1
2024-11-21,complete,SSE|SZSE,-3534458200,-35.3446,87.9793,-123.3239,832,831,1
2024-11-22,complete,SSE|SZSE,5294146800,52.9415,143.9953,-91.0538,832,832,0
2024-11-25,complete,SSE|SZSE,7120287600,71.2029,116.5947,-45.3918,832,832,0
2024-11-26,complete,SSE|SZSE,1755303250,17.553,68.6856,-51.1326,833,832,1
2024-11-27,complete,SSE|SZSE,10884347700,108.8435,147.613,-38.7696,833,831,2
2024-11-28,complete,SSE|SZSE,-3745715350,-37.4572,67.5538,-105.011,835,833,2
2024-11-29,complete,SSE|SZSE,6200780550,62.0078,128.6998,-66.692,836,834,2
2024-12-02,complete,SSE|SZSE,520933750,5.2093,70.2,-64.9906,838,838,0
2024-12-03,complete,SSE|SZSE,561027190,5.6103,76.1749,-70.5647,841,840,1
2024-12-04,complete,SSE|SZSE,-4448416750,-44.4842,53.3592,-97.8434,841,838,3
2024-12-05,complete,SSE|SZSE,2954308200,29.5431,69.6524,-40.1093,842,841,1
2024-12-06,complete,SSE|SZSE,11721910000,117.2191,163.1934,-45.9743,843,841,2
2024-12-09,complete,SSE|SZSE,-2139865450,-21.3987,74.1879,-95.5866,843,842,1
2024-12-10,complete,SSE|SZSE,28697632950,286.9763,317.4993,-30.5229,844,843,1
2024-12-11,complete,SSE|SZSE,9875797200,98.758,146.8592,-48.1012,844,842,2
2024-12-12,complete,SSE|SZSE,2423358300,24.2336,95.5413,-71.3078,844,844,0
2024-12-13,complete,SSE|SZSE,-11106819330,-111.0682,61.7441,-172.8123,844,843,1
2024-12-16,complete,SSE|SZSE,1648844200,16.4884,63.014,-46.5256,845,843,2
2024-12-17,complete,SSE|SZSE,9561756050,95.6176,122.8454,-27.2279,845,844,1
2024-12-18,complete,SSE|SZSE,-6158771400,-61.5877,46.2501,-107.8379,845,843,2
2024-12-19,complete,SSE|SZSE,-2623996700,-26.24,71.208,-97.448,845,844,1
2024-12-20,complete,SSE|SZSE,-5822730600,-58.2273,102.0733,-160.3006,845,845,0
2024-12-23,complete,SSE|SZSE,881908990,8.8191,86.4365,-77.6175,845,844,1
2024-12-24,complete,SSE|SZSE,3603334250,36.0333,97.4173,-61.384,847,845,2
2024-12-25,complete,SSE|SZSE,-3529304450,-35.293,86.1486,-121.4417,848,846,2
2024-12-26,complete,SSE|SZSE,-1160996700,-11.61,87.1692,-98.7791,848,848,0
2024-12-27,complete,SSE|SZSE,4461307960,44.6131,117.9101,-73.297,851,848,3
2024-12-30,complete,SSE|SZSE,-2851613600,-28.5161,63.8411,-92.3572,852,850,2
2024-12-31,complete,SSE|SZSE,3637519350,36.3752,161.3907,-125.0155,852,849,3
2025-01-02,complete,SSE|SZSE,17820401000,178.204,222.1029,-43.8989,852,852,0
2025-01-03,complete,SSE|SZSE,18438155450,184.3816,209.1653,-24.7838,852,851,1
2025-01-06,complete,SSE|SZSE,10058451450,100.5845,119.7826,-19.1981,852,850,2
2025-01-07,complete,SSE|SZSE,-6818306600,-68.1831,41.7096,-109.8927,855,853,2
2025-01-08,complete,SSE|SZSE,2071748100,20.7175,80.5281,-59.8106,856,853,3
2025-01-09,complete,SSE|SZSE,-8381173450,-83.8117,32.3395,-116.1512,858,853,5
2025-01-10,complete,SSE|SZSE,-1899300800,-18.993,50.6781,-69.6711,862,859,3
2025-01-13,complete,SSE|SZSE,11042914900,110.4291,123.4456,-13.0165,864,860,4
2025-01-14,complete,SSE|SZSE,3622863800,36.2286,107.0672,-70.8386,863,863,0
2025-01-15,complete,SSE|SZSE,-4187667750,-41.8767,42.8349,-84.7116,864,861,3
2025-01-16,complete,SSE|SZSE,507444150,5.0744,66.5869,-61.5124,864,864,0
2025-01-17,complete,SSE|SZSE,-2760022200,-27.6002,36.9326,-64.5329,864,861,3
2025-01-20,complete,SSE|SZSE,-863762650,-8.6376,50.1183,-58.756,865,865,0
2025-01-21,complete,SSE|SZSE,-6846775900,-68.4678,30.4351,-98.9028,865,863,2
2025-01-22,complete,SSE|SZSE,-3049543550,-30.4954,37.1646,-67.66,866,863,3
2025-01-23,complete,SSE|SZSE,8739921800,87.3992,112.2923,-24.8931,867,867,0
2025-01-24,complete,SSE|SZSE,9002438950,90.0244,146.4043,-56.3799,869,868,1
2025-01-27,complete,SSE|SZSE,-5075024000,-50.7502,76.7249,-127.4752,874,872,2
2025-02-05,complete,SSE|SZSE,-5076509250,-50.7651,56.2513,-107.0164,876,874,2
2025-02-06,complete,SSE|SZSE,-2978468100,-29.7847,101.2736,-131.0583,876,873,3
2025-02-07,complete,SSE|SZSE,-112153050,-1.1215,123.3968,-124.5183,876,876,0
2025-02-10,complete,SSE|SZSE,-20107876850,-201.0788,31.1113,-232.1901,878,877,1
2025-02-11,complete,SSE|SZSE,-8328924150,-83.2892,47.3244,-130.6136,879,877,2
2025-02-12,complete,SSE|SZSE,-7745623100,-77.4562,43.2873,-120.7435,881,879,2
2025-02-13,complete,SSE|SZSE,-4510425600,-45.1043,57.4954,-102.5996,882,879,3
2025-02-14,complete,SSE|SZSE,-4008880900,-40.0888,86.2527,-126.3415,884,882,2
2025-02-17,complete,SSE|SZSE,-13152379200,-131.5238,72.7933,-204.3171,884,882,2
2025-02-18,complete,SSE|SZSE,2002915850,20.0292,91.0179,-70.9887,884,884,0
2025-02-19,complete,SSE|SZSE,-10740192500,-107.4019,47.0897,-154.4916,884,884,0
2025-02-20,complete,SSE|SZSE,-11049779400,-110.4978,49.934,-160.4318,885,881,4
2025-02-21,complete,SSE|SZSE,-4755362850,-47.5536,126.8692,-174.4228,886,886,0
2025-02-24,complete,SSE|SZSE,-10227787000,-102.2779,106.0964,-208.3743,886,883,3
2025-02-25,complete,SSE|SZSE,-3426372450,-34.2637,64.7411,-99.0049,886,884,2
2025-02-26,complete,SSE|SZSE,-7850625150,-78.5063,60.2196,-138.7259,887,885,2
2025-02-27,complete,SSE|SZSE,-965716650,-9.6572,86.367,-96.0242,889,888,1
2025-02-28,complete,SSE|SZSE,11507402000,115.074,168.6554,-53.5813,889,888,1
2025-03-03,complete,SSE|SZSE,-1144024200,-11.4402,67.4157,-78.856,890,889,1
2025-03-04,complete,SSE|SZSE,-4716336950,-47.1634,39.244,-86.4074,891,890,1
2025-03-05,complete,SSE|SZSE,-10251338150,-102.5134,32.0735,-134.5869,892,890,2
2025-03-06,complete,SSE|SZSE,-5717237100,-57.1724,94.4542,-151.6266,901,899,2
2025-03-07,complete,SSE|SZSE,-7336865150,-73.3687,75.662,-149.0306,901,898,3
2025-03-10,complete,SSE|SZSE,-15699689000,-156.9969,49.6173,-206.6142,903,900,3
2025-03-11,complete,SSE|SZSE,4484851100,44.8485,104.1352,-59.2867,904,902,2
2025-03-12,complete,SSE|SZSE,-1370655250,-13.7066,40.6528,-54.3594,904,901,3
2025-03-13,complete,SSE|SZSE,4421230250,44.2123,88.4354,-44.2231,905,901,4
2025-03-14,complete,SSE|SZSE,2996601600,29.966,123.6009,-93.6348,908,906,2
2025-03-17,complete,SSE|SZSE,-5516820300,-55.1682,69.7943,-124.9625,908,906,2
2025-03-18,complete,SSE|SZSE,-5586295400,-55.863,41.5467,-97.4096,909,906,3
2025-03-19,complete,SSE|SZSE,-2050409820,-20.5041,55.296,-75.8001,908,904,4
2025-03-20,complete,SSE|SZSE,-3891367600,-38.9137,54.5612,-93.4749,908,905,3
2025-03-21,complete,SSE|SZSE,4881891600,48.8189,118.8644,-70.0455,908,906,2
2025-03-24,complete,SSE|SZSE,3263463050,32.6346,79.3987,-46.7641,911,909,2
2025-03-25,complete,SSE|SZSE,-238372400,-2.3837,62.13,-64.5137,913,910,3
2025-03-26,complete,SSE|SZSE,2658343800,26.5834,71.3025,-44.7191,913,911,2
2025-03-27,complete,SSE|SZSE,-2040446150,-20.4045,40.3805,-60.785,913,912,1
2025-03-28,complete,SSE|SZSE,-1253923800,-12.5392,50.4568,-62.996,914,912,2
2025-03-31,complete,SSE|SZSE,7889306800,78.8931,113.2359,-34.3429,914,913,1
2025-04-01,complete,SSE|SZSE,-421402350,-4.214,62.9224,-67.1364,914,912,2
2025-04-02,complete,SSE|SZSE,4178416300,41.7842,59.3844,-17.6003,915,913,2
2025-04-03,complete,SSE|SZSE,6116324300,61.1632,99.1343,-37.9711,916,914,2
2025-04-07,complete,SSE|SZSE,65568619600,655.6862,699.3069,-43.6207,919,917,2
2025-04-08,complete,SSE|SZSE,101815920050,1018.1592,1105.3515,-87.1923,922,918,4
2025-04-09,complete,SSE|SZSE,10072724450,100.7272,191.4361,-90.7089,926,922,4
2025-04-10,complete,SSE|SZSE,-2654682550,-26.5468,86.8021,-113.3489,927,924,3
2025-04-11,complete,SSE|SZSE,-5950148950,-59.5015,59.1598,-118.6613,928,927,1
2025-04-14,complete,SSE|SZSE,-10197064450,-101.9706,25.9177,-127.8884,929,927,2
2025-04-15,complete,SSE|SZSE,6683367350,66.8337,123.4222,-56.5885,932,927,5
2025-04-16,complete,SSE|SZSE,27063913050,270.6391,323.9905,-53.3514,934,932,2
2025-04-17,complete,SSE|SZSE,2417122200,24.1712,90.855,-66.6837,936,934,2
2025-04-18,complete,SSE|SZSE,8295611700,82.9561,139.8466,-56.8905,937,933,4
2025-04-21,complete,SSE|SZSE,-3296996950,-32.97,43.8602,-76.8302,939,937,2
2025-04-22,complete,SSE|SZSE,-6984453460,-69.8445,37.5401,-107.3847,939,934,5
2025-04-23,complete,SSE|SZSE,-1210103100,-12.101,55.5732,-67.6742,939,935,4
2025-04-24,complete,SSE|SZSE,-313680350,-3.1368,52.1168,-55.2536,939,937,2
2025-04-25,complete,SSE|SZSE,-1655746250,-16.5575,52.5535,-69.1109,941,939,2
2025-04-28,complete,SSE|SZSE,-6451674450,-64.5167,23.5557,-88.0725,942,938,4
2025-04-29,complete,SSE|SZSE,-2349957950,-23.4996,31.7676,-55.2672,945,943,2
2025-04-30,complete,SSE|SZSE,-5422964600,-54.2296,36.1377,-90.3674,948,943,5
2025-05-06,complete,SSE|SZSE,70458050,0.7046,55.5636,-54.859,949,947,2
2025-05-07,complete,SSE|SZSE,-5617955400,-56.1796,62.374,-118.5536,949,945,4
2025-05-08,complete,SSE|SZSE,-1248144250,-12.4814,64.4366,-76.918,950,947,3
2025-05-09,complete,SSE|SZSE,-3565531200,-35.6553,56.4591,-92.1145,951,944,7
2025-05-12,complete,SSE|SZSE,-3842131200,-38.4213,53.4617,-91.883,953,951,2
2025-05-13,complete,SSE|SZSE,-14522312800,-145.2231,20.1613,-165.3845,956,951,5
2025-05-14,complete,SSE|SZSE,-554941450,-5.5494,65.3627,-70.9121,958,955,3
2025-05-15,complete,SSE|SZSE,-5852229550,-58.5223,34.7366,-93.2588,959,955,4
2025-05-16,complete,SSE|SZSE,-6711968550,-67.1197,24.3469,-91.4665,962,960,2
2025-05-19,complete,SSE|SZSE,-3847240550,-38.4724,22.8055,-61.2779,962,959,3
2025-05-20,complete,SSE|SZSE,-2509582550,-25.0958,29.4017,-54.4975,965,962,3
2025-05-21,complete,SSE|SZSE,-4964075700,-49.6408,40.4789,-90.1196,965,962,3
2025-05-22,complete,SSE|SZSE,-2015120200,-20.1512,28.0954,-48.2466,966,963,3
2025-05-23,complete,SSE|SZSE,-936781350,-9.3678,40.8311,-50.1989,967,965,2
2025-05-26,complete,SSE|SZSE,4771712100,47.7171,77.9199,-30.2028,967,965,2
2025-05-27,complete,SSE|SZSE,3318577800,33.1858,57.1277,-23.9419,967,963,4
2025-05-28,complete,SSE|SZSE,-1795893300,-17.9589,22.6088,-40.5678,967,962,5
2025-05-29,complete,SSE|SZSE,6414011800,64.1401,101.4346,-37.2944,970,967,3
2025-05-30,complete,SSE|SZSE,-7137256150,-71.3726,33.8069,-105.1795,972,970,2
2025-06-03,complete,SSE|SZSE,268330300,2.6833,47.6752,-44.9919,974,972,2
2025-06-04,complete,SSE|SZSE,-2148028230,-21.4803,32.6437,-54.124,976,971,5
2025-06-05,complete,SSE|SZSE,-3804547250,-38.0455,54.5467,-92.5922,977,972,5
2025-06-06,complete,SSE|SZSE,-114585800,-1.1459,52.4182,-53.5641,978,974,4
2025-06-09,complete,SSE|SZSE,3865187330,38.6519,90.6067,-51.9549,980,979,1
2025-06-10,complete,SSE|SZSE,-7874715550,-78.7472,47.415,-126.1621,981,978,3
2025-06-11,complete,SSE|SZSE,-2268852700,-22.6885,57.1876,-79.8761,981,980,1
2025-06-12,complete,SSE|SZSE,-5282553400,-52.8255,33.1395,-85.965,983,981,2
2025-06-13,complete,SSE|SZSE,-1968728930,-19.6873,57.1103,-76.7976,983,978,5
2025-06-16,complete,SSE|SZSE,6251267350,62.5127,95.7193,-33.2066,984,981,3
